name,ent
rbc_02485.tif,0.40441286793932
rbc_00292.tif,0.4731046260387838
rbc_01832.tif,0.4843932301092534
rbc_01198.tif,0.5243380270132172
rbc_02491.tif,0.4842284438526225
rbc_02446.tif,0.4260753324780707
rbc_02320.tif,0.4379422761467635
rbc_01629.tif,0.4648108865170787
rbc_00537.tif,0.5322061062870237
rbc_00523.tif,0.5120964619320533
rbc_02334.tif,0.4209767040782021
rbc_02452.tif,0.5257666333812705
rbc_01173.tif,0.4011063622090923
rbc_01615.tif,0.4419640306486499
rbc_03002.tif,0.3787543598425125
rbc_03016.tif,0.5270382390210049
rbc_02308.tif,0.4150591017231122
rbc_00279.tif,0.3658875070743665
rbc_01167.tif,0.4660648960777075
rbc_00090.tif,0.4438864363816843
rbc_02687.tif,0.4089299982200805
rbc_03599.tif,0.5421679089990337
rbc_02693.tif,0.5242822618478705
rbc_00084.tif,0.5065234268316194
rbc_00912.tif,0.504139871004227
rbc_00735.tif,0.439428053081032
rbc_02122.tif,0.4556947805250147
rbc_02644.tif,0.4467252099435811
rbc_00053.tif,0.4822367494905393
rbc_00047.tif,0.6026083281539526
rbc_02888.tif,0.4874410690094516
rbc_02650.tif,0.468326562978775
rbc_03228.tif,0.5194649343803149
rbc_00721.tif,0.5438820677483832
rbc_03200.tif,0.4699374290468757
rbc_00709.tif,0.4954558053380168
rbc_03566.tif,0.4663082058108736
rbc_02678.tif,0.471073281876199
rbc_03572.tif,0.4710031756474561
rbc_01365.tif,0.4666888763573773
rbc_01403.tif,0.5619397464969476
rbc_03214.tif,0.5214058003459658
rbc_02095.tif,0.4776696991500853
rbc_00682.tif,0.4464762753686338
rbc_00696.tif,0.3927202027803625
rbc_01588.tif,0.4168711535836053
rbc_02903.tif,0.4339683862760576
rbc_00872.tif,0.487858008330663
rbc_00899.tif,0.536731899935466
rbc_00641.tif,0.3851011158234308
rbc_03348.tif,0.5082954994445948
rbc_02056.tif,0.5165465754729351
rbc_00127.tif,0.4606047393998865
rbc_01239.tif,0.5115152379177882
rbc_02724.tif,0.532633208994355
rbc_02042.tif,0.5147199866886882
rbc_03374.tif,0.4743077151908809
rbc_01563.tif,0.5032002132121829
rbc_01205.tif,0.4702458479444489
rbc_03412.tif,0.4993078696748364
rbc_03406.tif,0.5062824896894021
rbc_01211.tif,0.5153498339712781
rbc_01577.tif,0.5318379162213066
rbc_00669.tif,0.4625604001070209
rbc_03360.tif,0.5207458278018228
rbc_00480.tif,0.4286380721488262
rbc_01946.tif,0.4889773378845479
rbc_03189.tif,0.437688194912276
rbc_02297.tif,0.4784226635706433
rbc_02283.tif,0.5167508859975191
rbc_00325.tif,0.4255240646502972
rbc_02532.tif,0.4932459080606241
rbc_02254.tif,0.444394614297872
rbc_01749.tif,0.5015913522916619
rbc_02240.tif,0.4560979798335109
rbc_03610.tif,0.5250676886528364
rbc_01007.tif,0.4734054749754673
rbc_00319.tif,0.4782388158082992
rbc_01761.tif,0.5077452537420677
rbc_03176.tif,0.5108429441994381
rbc_03162.tif,0.4697072656249562
rbc_01775.tif,0.4908266524717892
rbc_01013.tif,0.5341987817969941
rbc_03604.tif,0.5416309867756255
rbc_03163.tif,0.4679673759417971
rbc_03605.tif,0.469566224348648
rbc_00318.tif,0.6700084178695768
rbc_03611.tif,0.5011066864802781
rbc_03177.tif,0.4847328667806707
rbc_02269.tif,0.4620774420021146
rbc_01760.tif,0.4689919637360844
rbc_02241.tif,0.5262136728097658
rbc_01748.tif,0.4473662650127044
rbc_00456.tif,0.4672953850841067
rbc_02527.tif,0.4613970643641382
rbc_00324.tif,0.4572166291872735
rbc_01984.tif,0.4958479648480031
rbc_00442.tif,0.5787098266368836
rbc_01953.tif,0.4531054159052898
rbc_02282.tif,0.4886904701955258
rbc_03188.tif,0.5079278875007944
rbc_01947.tif,0.5211583871325688
rbc_00481.tif,0.421349970611058
rbc_01210.tif,0.4811460030437756
rbc_03407.tif,0.4439460873765383
rbc_02719.tif,0.4296317879887782
rbc_03361.tif,0.5077718701770346
rbc_01576.tif,0.5352223604792725
rbc_01562.tif,0.5105720322085798
rbc_03413.tif,0.4961045067885346
rbc_01204.tif,0.4815568049710983
rbc_02725.tif,0.5280748762597
rbc_00132.tif,0.5297488206635516
rbc_00654.tif,0.4760118987851575
rbc_02043.tif,0.485944855065273
rbc_02057.tif,0.3852393989693922
rbc_03349.tif,0.5036532339343676
rbc_00898.tif,0.4906680590361153
rbc_00126.tif,0.4841162863883477
rbc_02902.tif,0.3530705327197991
rbc_00873.tif,0.5016875168432533
rbc_00867.tif,0.4561218075207734
rbc_02916.tif,0.4302414210627944
rbc_01589.tif,0.4550623792227416
rbc_00697.tif,0.4826013907878189
rbc_02094.tif,0.4550800337439057
rbc_01364.tif,0.4134851817886377
rbc_03215.tif,0.5175240245073301
rbc_01402.tif,0.4725525320327299
rbc_01416.tif,0.4653426786964088
rbc_00708.tif,0.515428398247528
rbc_03201.tif,0.5059948739288074
rbc_02679.tif,0.4787927506155285
rbc_03567.tif,0.4577506129487899
rbc_01370.tif,0.4835737121043783
rbc_02651.tif,0.4469915468192019
rbc_02889.tif,0.4271857626146892
rbc_00046.tif,0.4599052848721807
rbc_01358.tif,0.4668345827039427
rbc_00720.tif,0.4687978915153597
rbc_03229.tif,0.4363521733201395
rbc_02137.tif,0.4014262347390808
rbc_02123.tif,0.4724062291976787
rbc_00734.tif,0.4613776931176592
rbc_00052.tif,0.3951243815421868
rbc_02645.tif,0.4980612612746288
rbc_00907.tif,0.4741502170426382
rbc_00913.tif,0.523055833990022
rbc_00085.tif,0.457456758038808
rbc_00091.tif,0.4402772088386799
rbc_01600.tif,0.4665462033369866
rbc_03017.tif,0.4571531010490404
rbc_01166.tif,0.4258378321261697
rbc_00278.tif,0.4999291593835843
rbc_01172.tif,0.4541023874317218
rbc_01614.tif,0.4614692127235822
rbc_02335.tif,0.4873387260702382
rbc_00522.tif,0.4435702304886926
rbc_00244.tif,0.5211746881627225
rbc_02447.tif,0.4329214365344622
rbc_00250.tif,0.431708945351707
rbc_00536.tif,0.4974808377918357
rbc_01628.tif,0.4252917401298988
rbc_02321.tif,0.437205714728982
rbc_01827.tif,0.4717139018617318
rbc_00287.tif,0.5164287792678871
rbc_01199.tif,0.4670120920833561
rbc_00293.tif,0.4878635018741989
rbc_02484.tif,0.5025665214568011
rbc_00285.tif,0.4967175707902773
rbc_02492.tif,0.4549113845531492
rbc_01825.tif,0.5232281193853437
rbc_01831.tif,0.4988451610699599
rbc_02486.tif,0.4951803970880051
rbc_01819.tif,0.4511302341887415
rbc_00246.tif,0.4136855904200823
rbc_01158.tif,0.4557330652700868
rbc_03029.tif,0.4998363465060388
rbc_00534.tif,0.545497574181569
rbc_00252.tif,0.496848725709246
rbc_02445.tif,0.4249478110165522
rbc_01164.tif,0.5242185587582265
rbc_01602.tif,0.4992035646607216
rbc_01616.tif,0.4805509349788693
rbc_00508.tif,0.4588405337246246
rbc_03001.tif,0.4332397256886062
rbc_02479.tif,0.4425773950496737
rbc_01170.tif,0.4983482315305755
rbc_02690.tif,0.474243907151414
rbc_02848.tif,0.4762286981194465
rbc_00087.tif,0.5864287612855348
rbc_00093.tif,0.4423213224651422
rbc_02684.tif,0.4310895579543366
rbc_02874.tif,0.5776544666066956
rbc_00911.tif,0.4503823788877333
rbc_02135.tif,0.5256117645791717
rbc_00044.tif,0.4870208632656344
rbc_02653.tif,0.3969153330451607
rbc_03559.tif,0.4812931283272037
rbc_02647.tif,0.5558280539456826
rbc_00050.tif,0.4714005770111642
rbc_00736.tif,0.4219798607496488
rbc_02121.tif,0.4792510266785494
rbc_01400.tif,0.476048253182046
rbc_03571.tif,0.5337390725172807
rbc_01366.tif,0.5029867447270355
rbc_00078.tif,0.3825460211067981
rbc_01372.tif,0.4855226774302689
rbc_03565.tif,0.4206067814384835
rbc_03203.tif,0.4980065935959016
rbc_01414.tif,0.4387173745260776
rbc_00695.tif,0.4666037847280583
rbc_02082.tif,0.4690249250980474
rbc_02928.tif,0.4051077176988162
rbc_02096.tif,0.5250953718350805
rbc_00681.tif,0.5209099158478276
rbc_00859.tif,0.4928794305570599
rbc_00871.tif,0.4694397014965107
rbc_02900.tif,0.537500514382045
rbc_02041.tif,0.4007699818470947
rbc_00656.tif,0.4870673730323507
rbc_02727.tif,0.4752481974302787
rbc_03439.tif,0.461457059169919
rbc_02733.tif,0.5070862630178439
rbc_00124.tif,0.5289518505373259
rbc_00642.tif,0.4075343366634035
rbc_02055.tif,0.4397397007018069
rbc_01574.tif,0.4878032887340096
rbc_03363.tif,0.4854004714100139
rbc_01212.tif,0.4952437668718537
rbc_00118.tif,0.4860973883310165
rbc_01206.tif,0.5120366512797445
rbc_03411.tif,0.4222543136304038
rbc_02069.tif,0.4550881255869276
rbc_01560.tif,0.4921416418774542
rbc_02280.tif,0.4864741627895074
rbc_01789.tif,0.4323774862865304
rbc_01951.tif,0.4288680415399182
rbc_00483.tif,0.4924379598616411
rbc_01945.tif,0.4694943112097293
rbc_02525.tif,0.5066412409399861
rbc_01992.tif,0.4172987961267044
rbc_02243.tif,0.4185536638000909
rbc_03149.tif,0.4912572230584396
rbc_00440.tif,0.4074448638852063
rbc_01038.tif,0.3968235597297745
rbc_00326.tif,0.4584496968952798
rbc_02531.tif,0.4987319820545586
rbc_03161.tif,0.4885975406269624
rbc_01776.tif,0.4099702046826853
rbc_01762.tif,0.4731144128552619
rbc_03175.tif,0.5022943769162449
rbc_03613.tif,0.5080116920816384
rbc_03174.tif,0.4284645781856382
rbc_01763.tif,0.4769414532056497
rbc_01005.tif,0.3644550536359547
rbc_03612.tif,0.5126004249354359
rbc_03606.tif,0.4946911354070327
rbc_01011.tif,0.4986383266327487
rbc_01777.tif,0.4550159166056704
rbc_00469.tif,0.4985582698939891
rbc_03160.tif,0.5218094057516433
rbc_01987.tif,0.4366808689767918
rbc_00441.tif,0.4053267488749051
rbc_03148.tif,0.5003242929327957
rbc_02256.tif,0.4216421962735538
rbc_02530.tif,0.5494749189777834
rbc_00327.tif,0.5205498966381306
rbc_01039.tif,0.4533650436201298
rbc_00333.tif,0.5354106418373215
rbc_02524.tif,0.4929447491610219
rbc_01993.tif,0.5354500486074778
rbc_00455.tif,0.579397819664563
rbc_01978.tif,0.4979833906729119
rbc_01944.tif,0.5078230126096457
rbc_00482.tif,0.3675928031365705
rbc_01950.tif,0.449682295248961
rbc_01788.tif,0.408023116965946
rbc_00119.tif,0.4386115278788291
rbc_01561.tif,0.4910566056681969
rbc_02068.tif,0.5574104359332995
rbc_03376.tif,0.4908091010245539
rbc_03362.tif,0.4577723678379668
rbc_01575.tif,0.5197016821484869
rbc_01213.tif,0.3706585632799582
rbc_03404.tif,0.4142321281770657
rbc_00125.tif,0.5289618005849281
rbc_02732.tif,0.5379964325113131
rbc_02054.tif,0.4848677734751943
rbc_00643.tif,0.4636561454221881
rbc_00657.tif,0.4981427180284506
rbc_01549.tif,0.4429976689626601
rbc_02040.tif,0.4172041867197888
rbc_03438.tif,0.4831448747048364
rbc_02726.tif,0.517233555719225
rbc_00131.tif,0.4486309920167219
rbc_02915.tif,0.5001085230289068
rbc_00864.tif,0.4445629761566934
rbc_00870.tif,0.4443952732912302
rbc_02901.tif,0.4912390693516401
rbc_02929.tif,0.4891461816777519
rbc_00858.tif,0.4824121837130702
rbc_02097.tif,0.4096459974256698
rbc_02083.tif,0.4998132866663549
rbc_00694.tif,0.498730737322982
rbc_03564.tif,0.4165505125061443
rbc_01373.tif,0.4633816508929998
rbc_03202.tif,0.461958132805755
rbc_03216.tif,0.477566005931526
rbc_02108.tif,0.426187150195965
rbc_01401.tif,0.5306306122992646
rbc_00079.tif,0.5003754678078021
rbc_01367.tif,0.472471016535514
rbc_00051.tif,0.4626155081462789
rbc_02646.tif,0.4950697247380041
rbc_03558.tif,0.5086851376150634
rbc_02120.tif,0.4743228635789478
rbc_01429.tif,0.4337025417117493
rbc_00737.tif,0.4655272318203071
rbc_00723.tif,0.4791429754549181
rbc_02652.tif,0.4866638740944418
rbc_00045.tif,0.5125844507183439
rbc_00904.tif,0.4797352309681303
rbc_02875.tif,0.3807000304259235
rbc_02685.tif,0.4993826025256514
rbc_00092.tif,0.4844938128759624
rbc_00938.tif,0.5292901868699145
rbc_01398.tif,0.482359272637607
rbc_00086.tif,0.4678621881874052
rbc_02691.tif,0.4379129085900556
rbc_03000.tif,0.4734960424594446
rbc_00509.tif,0.4754003652024028
rbc_01617.tif,0.4337220230546179
rbc_01171.tif,0.4907026024125827
rbc_01165.tif,0.4775050526024159
rbc_00535.tif,0.4573167505076215
rbc_02322.tif,0.4391849010915895
rbc_00253.tif,0.5294366351964341
rbc_01159.tif,0.4997778727897239
rbc_00247.tif,0.5163999142677574
rbc_02336.tif,0.4821700372313648
rbc_03028.tif,0.4545015987463458
rbc_02485.tif,0.40441286793932
